"F_得意先番号","F_得意先名称","F_得意先略称","F_敬称","F_英語名称","F_先担当部課","F_先担当","F_先担当敬称","F_経理担当部課","F_経理担当","F_経理担当敬称","F_郵便番号","F_住所１","F_住所２","F_住所３","F_英語住所１","F_英語住所２","F_電話番号","F_ＦＡＸ番号１","F_ＦＡＸ番号２","F_輸送ＬＴ","F_請求先番号","F_納品書発行","F_在庫引当区分","F_個別登録","F_検収区分","F_担当者","F_更新日付","F_更新時刻","F_照会項目","F_登録日","F_更新日","F_検査ＬＴ","F_予備ＬＴ","F_印刷Ｂ","F_切断余長区分","F_生産担当"
"BEIA003","Askara GP","Askara GP","BEI","PT.BANSHU ELECTRIC INDONESIA","MCL P-2","TIRANI","MS.","WIRING HARNESS","MATERIAL","FOR","41181","KP. CIKANANGA RT. 06/02","DESA CIKUMPAY, KECAMATAN CAMPAKA","KABUPATEN PURWAKARTA","41181 INDONESIA","","62-264-204444","62-264-214444","","3","BEIA001","3","2","1","2","100079","BANSHU","10:30:33","","2016/03/22 00:00:00","2020/08/19 00:00:00","0","0","","",""
"1800050S","西日本ｺﾍﾞﾙｺ建機㈱大阪工場","西日本ｺﾍﾞﾙｺ建機㈱大阪工場","御中","","","","","","","","5950812","大阪府泉北郡忠岡町忠岡中3丁目997-1","","","","","0725-22-5566","0725-22-5210","","1","1800050S","3","2","1","2","300137","ｺﾍﾞﾙｺ","14:29:35","","2016/04/01 00:00:00","2016/04/01 00:00:00","1","0","","",""
"1411320","株式会社竹内製作所","㈱竹内製作所","御中","","","","","","","","3890605","長野県埴科郡坂城町上平205","","","","","0268-81-1110","0268-81-1120","","2","1411320","1","2","1","1","100112","ﾀｹｳﾁｾｲｻｸｼｮ","17:17:29","","2016/11/03 00:00:00","2021/08/19 00:00:00","3","0","","","100149"
"JPN0002","BEE","BEE","","TB BANSHU ELECTRIC EQUIPMENT CO., LTD.","TJHANG","FERRY","","","","","","25-1 NISHITANI, HIRAOKA-CHO,","KAKOGAWA-SHI, HYOGO-KEN 675-0102 JAPAN","","","","81-79-456-0010","81-79-456-0020","","0","JPN0001","3","2","1","2","100079","","10:01:28","","2017/12/27 00:00:00","2023/05/17 00:00:00","0","0","","",""
"1151552","エレマテック株式会社　京都本店","エレマテック㈱京都本店","御中","","","","","","","","601-8033","京都市南区東九条南石田町5　京阪ﾊﾞｽ十条ﾋﾞﾙ１階","","","","","075-693-5161","075-693-3980","","2","1151552","3","2","1","1","300137","ｴﾚﾏﾃｯｸ","14:02:52","","2018/08/07 00:00:00","2018/08/07 00:00:00","2","0","","","100149"
"18341546","日本梱包運輸倉庫株式会社","日本梱包　神戸（CKD)","様","Kobelco Construction Machinery Co., Ltd.","","","","","","","651-2228","兵庫県神戸市西区見津が丘5-1-1","","","","","079-994-2108","078-994-2128","","1","1834152","3","2","1","1","100106","ﾆﾎﾝｺﾝﾎﾟｳ","14:40:17","","2018/10/04 00:00:00","2018/10/04 00:00:00","2","0","","",""
"1411320B","株式会社竹内製作所　第二工場","第二工場","御中","","","","","","","","3890605","長野県埴科郡坂城町上平177","","","","","0268-81-1173","","","2","1411320","3","2","1","2","100112","ﾀｹｳﾁｾｲｻｸｼｮ","14:56:14","","2018/10/19 00:00:00","2018/11/14 00:00:00","3","0","","",""
"BEI0008","BEI P-1 Proto","P-1 Proto","BEI","PT.BANSHU ELECTRIC INDONESIA","MCL P-1","OKTA","MS.","WIRING HARNESS","MATERIAL","FOR","41181","KP. CIKARANGA RT. 06/02","DESA CIKUMPAY, KECAMATAN CAMPAKA","KABUPATEN PURWAKARTA","41181 INDONESIA","","62-264-204444","62-264-214444","","3","BEI0001","3","2","1","2","100079","BANSHU","11:49:40","","2016/02/22 00:00:00","2023/02/27 00:00:00","0","0","","",""
"BEI0000","ABCDEFGHIJABCDEFGHIJABCDEFGHIJA","ABCDEFGHIJABCDEFG","ABCD","ABCDEFGHIJABCDEFGHIJABCDEFGHIJABCDEFGHIJABCDEFGHIJ","ABCDEFGHIJABCDEFG","ABCDEFGHIJA","ABCD","ABCDEFGHIJABCDEFG","ABCDEFGHIJA","ABCD","ABCDEFGHI","ABCDEFGHIJABCDEFGHIJABCDEFGHIJ","ABCDEFGHIJABCDEFGHIJABCDEFGHIJABCDEFGHIJABCDE","ABCDEFGHIJABCDEFGHIJABCDEFGHIJ","ABCDEFGHIJABCDEFGHIJABCDEFGHIJABCDEFGHIJABCDEFGHIJABCDEFGHIJ","ABCDEFGHIJABCDEFGHIJABCDEFGHIJABCDEFGHIJABCDEFGHIJABCDEFGHIJ","ABCDEFGHIJABCDEFGHIJ","ABCDEFGHIJABCDEFGHIJ","ABCDEFGHIJABCDEFGHIJ","3","BEI0000","3","2","1","2","100079","ABCDEFGHIJ","17:06:30","","2016/10/12 00:00:00","2020/12/23 00:00:00","0","0","","",""
"2196315","川重車両コンポ㈱","川重車両コンポ㈱","御中","","","","","","","","6520884","兵庫県神戸市兵庫区和田山通2丁目12番14号","（川崎重工業株式会社　兵庫工場内）","","","","078-682-3171","078-682-7571","","3","2196315","3","1","1","2","300137","ｶﾜｼﾞｭｳｼｬﾘｮ","10:50:15","","2017/03/15 00:00:00","2017/03/16 00:00:00","1","0","","",""
"1523700","中島電機 株式会社　(VICTORIA向け）","中島電機㈱","御中","","","","","総務部","古賀","様","530-0035","大阪市北区同心2丁目15番13号","","","","","06-6358-9800","06-6358-6144","","3","1523700","1","2","1","2","100106","ﾅｶｼﾞﾏﾃﾞﾝｷ","16:46:38","","2018/02/13 00:00:00","2019/01/15 00:00:00","2","0","","",""
"2196316","カワサキモータース株式会社","カワサキモータース㈱","御中","Kawasaki Motors,Ltd.","","","","","","","673-8666","明石市川崎町1-1","","","","","078-921-1472","078-921-5254","","1","2196316","2","2","1","1","300137","ｶﾜｻｷ","14:37:05","","2018/01/31 00:00:00","2022/01/14 00:00:00","0","0","","",""
"16241101","日立建機㈱つくば部品センタ","つくば部品センタ","御中","","","","","","","","305-0071","茨城県つくば市稲岡821番地1","","","","","029-839-2413","","","1","1624110","2","2","1","1","100112","ﾋﾀﾁｹﾝｷ","09:09:18","","2018/10/05 00:00:00","2019/01/22 00:00:00","3","0","","","100115"
"16241102","日立建機㈱常陸那珂工場　第二荷受","なか第二","御中","","","","","","","","312-0005","茨城県ひたちなか市新光町552-48","","","","","029-264-2056","","","1","1624110","2","2","1","1","300137","ﾋﾀﾁ","14:54:29","","2018/10/05 00:00:00","2018/10/05 00:00:00","3","0","","",""
"16241103","日立建機㈱常陸那珂工場　第三荷受","なか第三　ナカダイサン","御中","","","","","","","","312-0005","茨城県ひたちなか市新光町552-48","","","","","029-264-2056","","","1","1624110","2","2","1","2","100126","ﾋﾀﾁ","09:25:49","","2018/10/05 00:00:00","2025/09/04 00:00:00","3","0","","","100115"
"1411320C","株式会社竹内製作所　第三工場","第三工場","御中","","","","","","","","3890605","長野県埴科郡坂城町上平205","","","","","0268-81-1110","","","2","1411320","3","2","1","2","100112","ﾀｹｳﾁｾｲｻｸｼｮ","14:56:05","","2018/10/19 00:00:00","2018/11/14 00:00:00","3","0","","",""
"1285135","株式会社技研製作所   高知本社工場","㈱技研製作所","御中","","","","","","","","781-5195","高知市布師田3948番地1","","","","","088-803-1272","088-820-2015","","3","1285135","2","2","1","2","100150","ｷﾞｹﾝｾｲｻｸｼｮ","13:20:12","","2015/12/22 00:00:00","2025/04/23 00:00:00","7","0","1","","100115"
"BEI0010","BEI M-GOLD","BEI M-GOLD","BEI","PT.BANSHU ELECTRIC INDONESIA","MCL P-2","WINDA","MS.","","","","17148","M GOLD TOWER OFFICE WING","18TH FLOOR, SUITE EFG","JL. KH. NOER ALI, PEKAYON JAYA","BEKASI SELATAN, KOTA BEKASI 17148","JAWA BARAT, INDONESIA","62-21-2808-7102","62-21-2808-7101","0010717387055000","3","BEI0010","3","2","1","2","100079","BANSHU","15:13:46","","2017/12/05 00:00:00","2026/07/28 00:00:00","0","0","","",""
"1411319","株式会社タガミ・イーエクス","㈱タガミ・イーエクス","御中","","","","","総務過","","","923-1101","石川県能美市粟生町西2番地2","","","","","0761-57-3525","0761-57-3528","","3","1411319","2","2","1","1","100126","ﾀｶﾞﾐ","17:27:35","","2018/10/11 00:00:00","2022/04/01 00:00:00","7","0","","","100115"
"1411320G","株式会社竹内製作所　第三工場(経費)","経費(第三工場)","御中","","","","","","","","3890605","長野県埴科郡坂城町上平205","","","","","0268-81-1110","","","2","1411320","3","2","1","2","100112","ﾀｹｳﾁｾｲｻｸｼｮ","14:57:15","","2018/10/19 00:00:00","2018/11/14 00:00:00","3","0","","",""
"1411320D","株式会社竹内製作所　パーツセンター","パーツセンター","御中","","","","","","","","3890605","長野県埴科郡坂城町上平205","","","","","0268-81-1116","","","2","1411320","3","2","1","2","100112","ﾀｹｳﾁｾｲｻｸｼｮ","14:56:29","","2018/10/19 00:00:00","2018/11/14 00:00:00","3","0","","",""
"1411320X","中央シスエン(有)","昭和物産㈱","御中","","","","","","","","3828511","長野県須坂市大字須坂1371-22","","","","","0262-48-7533","","","2","1411320","3","2","1","2","100112","ﾁｭｳｵｳｼｽｴﾝ","11:46:19","","2018/10/19 00:00:00","2018/10/19 00:00:00","3","0","","",""
"BEI0011","BEI P-1 Tool","P-1 Tool","BEI","PT.BANSHU ELECTRIC INDONESIA","MCL P-1","OKTA","MS.","WIRING HARNESS","TOOL","FOR","41181","KP. CIKANANGA RT. 06/02","DESA CIKUMPAY, KECAMATAN CAMPAKA","KABUPATEN PURWAKARTA","41181 INDONESIA","","62-264-204444","62-264-214444","","3","BEI0001","3","2","1","2","100079","BANSHU","11:49:57","","2018/11/01 00:00:00","2023/02/27 00:00:00","0","0","","",""
"1451320","㈱東海理化クリエイト電装部","㈱東海理化クリエイト電装部","御中","","","","","","","","","","","","","","","","","0","1451320","3","2","1","2","300137","","11:37:07","","2019/01/07 00:00:00","2019/01/07 00:00:00","0","0","","",""
"1251375E","CAT 簡易倉庫北（大型機部品 )","CAT 簡易倉庫北（大型機部品 )","御中","","","","","","","","6748686","兵庫県明石市魚住町清水1106-4","","","","","078-556-6286","078-943-0759","","1","1251375","3","2","1","2","100106","ｷｬﾀﾋﾟﾗｰ","13:11:01","","2019/01/18 00:00:00","2019/01/18 00:00:00","1","0","","",""
"1281113T","田中電機　株式会社","田中電機㈱","御中","","","","","","","","440-0865","愛知県豊橋市向山台町15番地の3","","","","","0532-53-1101","0532-53-2700","","3","1281113T","1","2","1","2","300137","ﾀﾅｶﾃﾞﾝ","15:11:31","","2021/06/23 00:00:00","2021/06/23 00:00:00","3","0","","",""
"17243663","三菱重工ｻｰﾏﾙｼｽﾃﾑｽﾞ㈱ 1D支庫","三菱ｻｰﾏﾙ㈱　　1Ｄ支庫","御中","","","","","","","","658-0033","兵庫県神戸市東灘区向洋町西二丁目7","三菱倉庫株式会社　神戸支店　六甲営業所","","","","078-944-1231","","","3","1724366","3","2","1","2","100150","ﾐﾂﾋﾞｼｼﾞｭｳｺ","11:42:40","","2021/08/30 00:00:00","2024/07/04 00:00:00","4","0","","",""
"17243664","三菱重工ｻｰﾏﾙｼｽﾃﾑｽﾞ株式会社","三菱ｻｰﾏﾙ㈱　　3D支庫","御中","","","","","","","","452-8561","愛知県清須市西枇杷島町旭三丁目1番地　3D支庫","","","","","05038262600","0525014858","","3","1724366","3","2","1","2","100106","ﾐﾂﾋﾞｼｼﾞｭｳｺ","17:40:37","","2021/08/30 00:00:00","2021/08/30 00:00:00","4","0","","",""
"17243665","三菱重工ｻｰﾏﾙｼｽﾃﾑｽﾞ株式会社","三菱ｻｰﾏﾙ㈱　　3Z支庫","御中","","","","","","","","452-8561","愛知県清須市西枇杷島町旭三丁目1番地　3Z支庫","","","","","05038262600","0525014858","","3","1724366","3","2","1","2","100106","ﾐﾂﾋﾞｼｼﾞｭｳｺ","17:40:03","","2021/08/30 00:00:00","2021/08/30 00:00:00","4","0","","",""
"1251375I","エム・ケー・ロジテック本社工場","ｴﾑ･ｹｰﾛｼﾞﾃｯｸ本社工場","御中","","","","","","","","674-0093","兵庫県明石市二見町南二見21-1","","","","","078-949-3518","","","1","1251375","3","2","1","2","100106","","15:41:31","","2021/12/13 00:00:00","2021/12/13 00:00:00","1","0","","",""
"1251375J","リョーサン  （旧AILC本社）","リョーサン　AILC","御中","","","","","","","","674-0074","兵庫県明石市魚住町清水1083-1","","","","","078-949-2011","","","1","1251375","3","2","1","2","100150","","11:57:55","","2021/12/13 00:00:00","2025/07/28 00:00:00","1","0","","",""
"1211993","株式会社キーエンス","㈱キーエンス","御中","","","","","","","","533-8555","大阪市東淀川区東中島1-3-14","","","","","06-6325-6707","06-6379-1188","","0","1211993","3","2","1","2","300137","ｷｰｴﾝｽ","10:09:27","","2022/06/09 00:00:00","2022/06/09 00:00:00","0","0","","",""
"1251375P","エム・ケー・ロジテック検収所(C級部品センター）","ｴﾑｹｰﾛｼﾞﾃｯｸ検収所(C部品","御中","","","","","","","","674-0093","兵庫県明石市二見町南二見21-1","","","","","078-949-3518","","","1","1251375","3","2","1","2","100106","","12:04:14","","2023/03/30 00:00:00","2023/03/30 00:00:00","1","0","","",""
"1251332Y","郷商事株式会社　山口倉庫","郷商事㈱山口倉庫","御中","","","","","","","","929-0126","石川健能美市山口町ハ125","","","","","0761-20-1971","","","3","1251332","1","2","1","2","300137","ｺﾞｳｼｮｳｼﾞ","11:19:14","","2023/06/15 00:00:00","2023/06/15 00:00:00","2","0","","",""
"18341550","(株)日立物流西日本五日市物流センタ2Ｆ","(株)日立物流_(ﾗｲﾝ)_２Ｆ","様","Kobelco Construction Machinery Co., Ltd.","","","","","","","731-5161","広島市佐伯区五日市港2丁目1番16-2号DPL五日市港内2F","","","","","082-943-5620","082-943-5621","","1","1834152","3","2","1","1","100106","ﾋﾀﾁﾌﾞﾂﾘｭｳ","16:23:06","","2020/11/13 00:00:00","2020/11/13 00:00:00","2","0","","",""
"18341551","(株)日立物流西日本五日市物流センター3Ｆ","(株)日立物流_(ﾗｲﾝ)_３Ｆ","様","Kobelco Construction Machinery Co., Ltd.","","","","","","","731-5161","広島市佐伯区五日市港2丁目1番16-2号DPL五日市港内2F","","","","","082-943-5620","082-943-5621","","1","1834152","3","2","1","1","100106","ﾋﾀﾁﾌﾞﾂﾘｭｳ","16:19:50","","2020/11/13 00:00:00","2020/11/13 00:00:00","2","0","","",""
"1794125","株式会社モリタエコノス","㈱モリタエコノス","御中","","","","","","","","669-1339","兵庫県三田市テクノパーク２８番地","","","","","079-568-1711","","","0","1794125","3","2","1","2","300137","ﾓﾘﾀｴｺﾉｽ","11:12:29","","2020/11/18 00:00:00","2020/11/18 00:00:00","0","0","","","100110"
"13556681","酒井重工業株式会社（狭山）","酒井重工業（株）（狭山）","様","","","","","","","","350-1156","埼玉県川越市中福849","","","","","","","","1","13556677","2","2","1","1","100150","ｻｶｲ ｼﾞｭｳｺｳ","14:41:27","","2021/06/11 00:00:00","2025/09/02 00:00:00","4","0","","",""
"1624100F","株式会社　日立建機ティエラ SCM倉庫","㈱日立建機ティエラ SCM倉庫","御中","","","","","","","","528-0025","滋賀県甲賀市水口町西林口32-2 甲賀SCMｾﾝﾀｰ","","","","","0748-76-3282","","","1","1624100","2","2","1","1","100106","","10:43:58","","2022/06/15 00:00:00","2022/06/15 00:00:00","5","0","","",""
"1624100G","株式会社　日立建機ティエラ 水口倉庫","㈱日立建機ティエラ 水口倉庫","御中","","","","","","","","528-0058","滋賀県甲賀市水口町北泉1丁目116番","","","","","0748764724","","","1","1624100","2","2","1","1","100106","","10:45:53","","2022/06/15 00:00:00","2022/06/15 00:00:00","5","0","","",""
"1251332S","ジャパンロジコム㈱滋賀営業所内郷商事","ジャパンロジコム㈱滋賀　郷商事","御中","","","","","","","","529-1422","滋賀県東近江市五個荘小幡町55-17","","","","","0748-48-8701","","","3","1251332","1","2","1","2","300137","ｼﾞｬﾊﾟﾝ","11:18:47","","2023/06/15 00:00:00","2023/06/15 00:00:00","2","0","","",""
"1411320H","株式会社竹内製作所　青木工場","青木工場　荷受1","御中","","","","","","","","386-1603","長野県小県郡青木村当郷 275-1","","","","","0268-75-0411","","","2","1411320","3","2","1","2","100105","ﾀｹｳﾁｾｲｻｸｼｮ","12:08:17","","2023/06/23 00:00:00","2023/06/23 00:00:00","3","0","","",""
"1411320I","株式会社竹内製作所　青木工場","青木工場　荷受2","御中","","","","","","","","386-1603","長野県小県郡青木村当郷 275-1","","","","","0268-75-0411","","","2","1411320","3","2","1","2","100105","ﾀｹｳﾁｾｲｻｸｼｮ","13:04:19","","2023/06/23 00:00:00","2023/06/23 00:00:00","3","0","","",""
"1134373F","株式会社内村　大宮営業所","(株)内村　大宮営業所","御中","","","","","","","","331-0823","埼玉県さいたま市北区日進町3-849-1","","","","","048-661-6672","","","1","1134373","3","2","1","2","100126","ウチムラ","16:26:01","","2021/05/07 00:00:00","2021/05/07 00:00:00","0","0","","",""
"17243661","三菱重工ｻｰﾏﾙｼｽﾃﾑｽﾞ株式会社","三菱ｻｰﾏﾙ㈱　　1B支庫","御中","","","","","","","","652-8585","兵庫県神戸市兵庫区和田崎町1-1-1","","","","","05038262600","0525014858","","3","1724366","3","2","1","2","100106","ﾐﾂﾋﾞｼｼﾞｭｳｺ","17:37:49","","2021/08/23 00:00:00","2021/08/30 00:00:00","4","0","","",""
"17243662","三菱重工ｻｰﾏﾙｼｽﾃﾑｽﾞ株式会社","三菱ｻｰﾏﾙ㈱　　1C支庫","御中","","","","","","","","6528585","兵庫県神戸市兵庫区和田崎町一丁目1番1号","","","","","","","","3","1724366","3","2","1","2","100106","ﾐﾂﾋﾞｼｼﾞｭｳｺ","17:38:08","","2021/08/23 00:00:00","2021/08/30 00:00:00","4","0","","",""
"1810055S","ｺﾍﾞﾙｺ建機日本株式会社関西支社　京滋工場","ｺﾍﾞﾙｺ建機日本㈱　京滋工場","御中","","","","","","","","613-0023","京都府久世郡久御山町野村村東30番","","","","","075-633-6610","075-633-6611","","0","1810055S","3","2","1","2","300137","ｺﾍﾞﾙｺ","14:58:36","","2022/06/13 00:00:00","2022/06/13 00:00:00","0","0","","",""
"1411320J","株式会社竹内製作所　青木工場","青木工場　荷受3","御中","","","","","","","","386-1603","長野県小県郡青木村当郷 275-1","","","","","0268-75-0411","","","2","1411320","3","2","1","2","100105","ﾀｹｳﾁｾｲｻｸｼｮ","13:04:51","","2023/06/23 00:00:00","2023/06/23 00:00:00","3","0","","",""
"1319983H","株式会社サンヨー北陸支店","㈱サンヨー北陸支店","御中","","","","","","","","923-1101","石川県能美市粟生町オ51番1号 粟生工業団地","","","","","0761-58-5630","0761-58-5640","","3","1319983H","2","2","1","1","300137","ｻﾝﾖｰ","13:03:16","","2024/02/16 00:00:00","2024/02/16 00:00:00","4","0","","","100149"
"1134373G","㈱ﾔﾏｶﾞﾀ　那珂港物流センター　（山崎工団地内）","㈱ﾔﾏｶﾞﾀ　那珂港物流センター","御中","","","","","","","","311-1251","茨城県ひたちなか市山崎18","","","","","02-265-7955","","","1","1134373","3","2","1","2","100046","ﾔﾏｶﾞﾀ","08:22:40","","2024/06/12 00:00:00","2024/07/12 00:00:00","0","0","","",""
"1251375R","明華工業(機器物流部品)","明華（機器物流部品）","御中","","","","","","","","674-0074","明石市魚住町清水1085番地","","","","","078-942-5511","","","1","1251375","3","2","1","2","100106","","17:24:12","","2024/07/22 00:00:00","2024/07/22 00:00:00","1","0","","",""
"1411320F","株式会社竹内製作所　第二工場(経費）","経費(第二工場)","御中","","","","","","","","3890605","長野県埴科郡坂城町上平177","","","","","0268-81-1173","","","2","1411320","3","2","1","2","100105","ﾀｹｳﾁｾｲｻｸｼｮ","11:25:10","","2024/10/17 00:00:00","2024/10/17 00:00:00","3","0","","",""
"1624100A","株式会社　日立建機ティエラ 日野倉庫","㈱日立建機ティエラ 日野倉庫","御中","","","","","","","","529-1608","滋賀県蒲生郡日野町大字大谷東山 480-1","","","","","0748-53-3834","","","1","1624100","2","2","1","1","300137","ﾋﾀﾁｹﾝｷﾃｨｴﾗ","14:39:51","","2019/12/02 00:00:00","2019/12/02 00:00:00","5","0","","","100115"
"1624100B","株式会社　日立建機ティエラ 日野(滋賀経由）","㈱日立建機ティエラ 日野(滋賀経由","御中","","","","","","","","528-0061","滋賀県甲賀市水口町笹ヶ丘1-2","","","","","0748-62-6433","","","1","1624100","2","2","1","1","300137","ﾋﾀﾁｹﾝｷﾃｨｴﾗ","14:45:09","","2019/12/02 00:00:00","2019/12/02 00:00:00","5","0","","",""
"1624100C","株式会社日立建機ティエラ　名古屋物流センター","㈱日立建機ﾃｨｴﾗ名古屋","御中","","","","","","","","476-0002","愛知県東海市名和町三番割下70番地4","","","","","052-689-7061","","","1","1624100","2","2","1","1","300137","ﾋﾀﾁｹﾝｷﾃｨｴﾗ","14:51:54","","2019/12/02 00:00:00","2019/12/02 00:00:00","5","0","","",""
"1624100D","株式会社日立建機ティエラ つくば物流センタ","㈱日立建機ﾃｨｴﾗ　つくば","御中","","","","","","","","305-0071","茨城県つくば市稲岡821番地1","","","","","029-839-2413","","","1","1624100","2","2","1","1","300137","ﾋﾀﾁｹﾝｷﾃｨｴﾗ","14:53:59","","2019/12/02 00:00:00","2019/12/02 00:00:00","5","0","","",""
"1624100E","株式会社　日立建機ティエラ 土浦物流センタ","㈱日立建機ティエラ 土浦物流","御中","","","","","","","","","茨城県土浦市北神立町１－９","","","","","029-830-0243","","","1","1624100","2","2","1","1","300137","","14:56:05","","2019/12/02 00:00:00","2019/12/02 00:00:00","5","0","","",""
"1817145H","いすゞ自動車ｴﾝｼﾞﾝ販売株式会社本蓮事業所","いすゞ自動車ｴﾝｼﾞﾝ販売㈱本蓮","御中","","","","","","","","334-0076","埼玉県川口市本蓮4-4-14","","","","","048-284-3811","048-284-3815","","1","1817145H","3","2","1","2","300137","ｲｽｽﾞﾔﾏﾄ","13:21:42","","2020/09/17 00:00:00","2022/06/02 00:00:00","0","0","","","100149"
"18341552","ロジスティード西日本㈱ 2階","ロジステ__(ﾗｲﾝ)_２Ｆ","様","Kobelco Construction Machinery Co., Ltd.","","","","","","","731-5161","広島市佐伯区五日市港2丁目1番16-2号DPL五日市港内2F","","","","","082-943-5625","082-943-5621","","1","1834152","3","2","1","1","100106","ﾛｼﾞｽﾃｨｰﾄﾞ","10:02:42","","2023/04/25 00:00:00","2023/04/25 00:00:00","2","0","","",""
"18341553","ロジスティード西日本㈱ 3階","ロジステ_(ﾗｲﾝ)_３Ｆ","様","","","","","","","","731-5161","広島市佐伯区五日市港2丁目1番16-2号DPL五日市港内2F","","","","","082-943-5625","082-943-5621","","1","1834152","3","2","1","1","100106","ﾛｼﾞｽﾃｨｰﾄﾞ","10:04:03","","2023/04/25 00:00:00","2023/04/25 00:00:00","2","0","","",""
"1411320K","株式会社竹内製作所　青木工場","青木工場　荷受4","御中","","","","","","","","386-1603","長野県小県郡青木村当郷 275-1","","","","","0268-75-0411","","","2","1411320","3","2","1","2","100105","ﾀｹｳﾁｾｲｻｸｼｮ","13:05:27","","2023/06/23 00:00:00","2023/06/23 00:00:00","3","0","","",""
"18341549","日通商事 神戸LSセンター","日通商事 神戸LSセンター","様","Kobelco Construction Machinery Co., Ltd.","","","","","","","658-0046","兵庫県神戸市東灘区御影本町3-1-4","","","","","078-854-5861","","","1","1834152","3","2","1","1","100106","ﾆｯﾂｳｼｮｳｼﾞ","10:12:54","","2019/10/29 00:00:00","2019/10/29 00:00:00","2","0","","",""
"1624113B","ロジスネクストハンドリングシステム株式会社","LHS広島","御中","LogisnextHandlingSystemCorporation","生産管理課","高原","様","","","","7220062","広島県尾道市向東町14755番地","","","","Hitachi","0848-44-1104","0848-45-2979","","2","1624113","3","2","1","1","100105","ﾛｼﾞｽﾈｸｽﾄﾊﾝ","09:26:20","","2020/06/04 00:00:00","2020/11/06 00:00:00","1","0","","",""
"1411121A","大喜工業株式会社　第5工場","大喜工業㈱　第5工場","御中","","","","","","","","596-0011","大阪府岸和田市木材町16-3","","","","","072-436-8615","","","2","1411121","2","2","2","1","300137","ﾀﾞｲｷｺｳｷﾞｮｳ","10:21:14","","2020/09/16 00:00:00","2020/09/16 00:00:00","5","0","","",""
"1257140","コマツ金沢工場","コマツ金沢工場","御中","","生産部工作管理課工務センタ","","","","","","923-0225","石川県金沢市大野町新町1-1","","","","","076-237-1957","076-237-2493","","1","1257140","3","2","2","1","300137","ｺﾏﾂ","09:51:52","","2022/01/31 00:00:00","2022/01/31 00:00:00","4","0","","","100149"
"1411320L","株式会社竹内製作所　青木工場","青木工場　荷受5","御中","","","","","","","","386-1603","長野県小県郡青木村当郷 275-1","","","","","0268-75-0411","","","2","1411320","3","2","1","2","100105","ﾀｹｳﾁｾｲｻｸｼｮ","13:05:52","","2023/06/23 00:00:00","2023/06/23 00:00:00","3","0","","",""
"1329925A","ｺﾍﾞﾙｺ建機㈱　大垣事業所 第1外部倉庫","コベルコ大垣　第1外部倉庫","御中","Kobelco Ogaki","調達部","豊島・吉田","","","","","503-08505","岐阜県大垣市本今町１６８２－２","","","","Kobelco","0584-89-0902","0584-87-0014","","2","1329925","2","2","2","1","100106","ｺﾍﾞﾙｺｹﾝｷｵｵ","16:14:25","","2023/07/06 00:00:00","2023/07/06 00:00:00","3","0","","",""
"1251332H","日吉工業株式会社","日吉工業㈱","御中","hiyosikougyou","","","","","","","9230994","石川県小松市工業団地1-123-10","","","","","0761-24-3805","","","3","1251332","2","2","2","2","100046","ﾋﾖｼｺｳｷﾞｮｳｶ","09:37:02","","2023/07/07 00:00:00","2023/07/26 00:00:00","2","0","","",""
"1233375","株式会社クボタ","㈱クボタ","御中","","","","","","","","590-0908","大阪府堺市堺区匠町1-11","","","","","072-260-9110","072-260-9204","","3","1233375","2","2","2","1","300137","ｸﾎﾞﾀ","14:12:19","","2024/04/12 00:00:00","2024/04/12 00:00:00","2","0","","",""
"17243667","三菱重工ｻｰﾏﾙｼｽﾃﾑｽﾞ㈱ 1E支庫","三菱ｻｰﾏﾙ㈱　　1E支庫","御中","","","","","","","","652-8585","兵庫県神戸市兵庫区和田崎町一丁目1番1号","三菱重工神戸造船所内　SC棟","MHIファシリティーサービス株式会社長谷川様宛","","","070-7812-2094","","","3","1724366","3","2","1","2","100150","ﾐﾂﾋﾞｼｼﾞｭｳｺ","11:24:36","","2024/07/04 00:00:00","2024/07/04 00:00:00","4","0","","",""
"1134373C","株式会社内村　小松営業所","(株)内村　小松営業所","御中","","","","","","","","923-0977","石川県小松市額見町工業団地6","","","","","0761-43-4303","","","1","1134373","3","2","1","2","100126","ウチムラ","16:26:22","","2020/03/26 00:00:00","2021/05/07 00:00:00","0","0","","",""
"1134373D","アサヒ産業株式会社　枚方零号物流倉庫","アサヒ産業(株)","御中","","","","","","","","573-0004","大阪府枚方市中宮大池4-5-1","","","","","072-807-6155","050-3606-7415","","1","1134373","3","2","1","2","100126","ｱｻﾋｻﾝｷﾞｮｳ","10:06:27","","2020/03/26 00:00:00","2020/11/05 00:00:00","1","0","","",""
"1110129","アール電子株式会社","アール電子㈱","御中","","営業部　第二課","佐藤　善生","様","","","","1010021","東京都千代田区外神田2-9-8青朋ビル","","","","","03-3253-0768","03-3253-7604","","0","1110129","2","2","1","2","300137","ｱｰﾙﾃﾞﾝｼ","11:28:02","","2021/01/26 00:00:00","2023/03/14 00:00:00","0","0","","",""
"1134373E","近畿通関株式会社　咲洲Q4物流センター","近畿通関㈱　咲洲Q4物流センター","御中","","","","","","","","559-0033","大阪市住之江区南港中6-3-44","","","","","06-6613-2894","","","1","1134373","3","2","1","2","100126","ｷﾝｷﾂｳｶﾝ","10:28:57","","2020/09/02 00:00:00","2020/09/02 00:00:00","1","0","","",""
